"fsym_id","ShortInterestDateCurrent","ShortInterestDateOneMonthAgo","ShortInterestDateTwoMonthsAgo","ShortInterestDateThreeMonthsAgo","ShortInterestDateFourMonthsAgo","ShortInterestDateFiveMonthsAgo","ShortInterestDateSixMonthsAgo","ShortInterestDateSevenMonthsAgo","ShortInterestDateEightMonthsAgo","ShortInterestDateNineMonthsAgo","ShortInterestDateTenMonthsAgo","ShortInterestDateElevenMonthsAgo","ShortInterestShsCurrent","ShortInterestShsOneMonthAgo","ShortInterestShsTwoMonthsAgo","ShortInterestShsThreeMonthsAgo","ShortInterestShsFourMonthsAgo","ShortInterestShsFiveMonthsAgo","ShortInterestShsSixMonthsAgo","ShortInterestShsSevenMonthsAgo","ShortInterestShsEightMonthsAgo","ShortInterestShsNineMonthsAgo","ShortInterestShsTenMonthsAgo","ShortInterestShsElevenMonthsAgo","ShortInterestRatioCurrent","ShortInterestRatioOneMonthAgo","ShortInterestRatioTwoMonthsAgo","ShortInterestRatioThreeMonthsAgo","ShortInterestRatioFourMonthsAgo","ShortInterestRatioFiveMonthsAgo","ShortInterestRatioSixMonthsAgo","ShortInterestRatioSevenMonthsAgo","ShortInterestRatioEightMonthsAgo","ShortInterestRatioNineMonthsAgo","ShortInterestRatioTenMonthsAgo","ShortInterestRatioElevenMonthsAgo","ShortInterestAsPercentOfFloat"
"JMF2C9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7234168,7454491,7462423,8370833,8150758,8096879,7938535,8360956,8666963,8247793,7166055,6151326,14.2039,10.4952,6.45032,11.867,8.19179,7.59668,9.05677,6.93493,8.90868,9.38715,5.24262,4.73619,7.83762244863091
"NPMGQJ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",433511,478885,465816,443311,366169,362084,384545,432006,328312,356867,349701,386960,5.34948,3.45122,6.54484,8.39175,2.36375,3.05474,4.01639,3.78011,3.26766,4.09905,2.54916,2.04871,2.47770111292538
"N3D0RB-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11900,0,1139,0,155,0,0,0,4268,1057,0,1000,.281692,0,.0438466,0,.00498213," "," ",0,.0795976,.0330408,0,.0285521,0
"C7PP1W-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",22000,0,0,0,0,0,5000,2000,0,6500,7000,0,.476105," "," "," "," ",0,.165741,.0524934,0,.069477,.0848478,0,0
"SCWF3N-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2097385,2025948,1847808,1562930,1599365,1239943,1368654,1460211,1421846,1526355,1676716,1592192,5.83453,3.23158,5.47056,5.29615,2.73511,3.51035,5.02137,4.4149,4.26748,4.57697,4.3369,5.30292,3.15650944807494
"BGZZH1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",209883,214355,240642,234546,234354,262731,280860,242030,191028,168969,191799,222875,11.0604,6.82051,17.3862,13.5474,9.10714,4.83806,5.98823,10.0573,9.45075,3.79842,1.68149,12.8001," "
"QSFVJR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,886,661,0,0,826,1826,3993,1593,0,1000,0,0,.162868,.133105," ",0,.164211,.271245,.363496,.0624929,0,.15758," ",0
"X5BSJH-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2290209,2382739,2361803,1964945,1965382,2141782,2087295,2299383,2266052,2624974,2528110,2732906,3.75299,4.4852,5.66685,4.43213,3.85808,3.86523,5.65379,4.85819,4.62495,4.02264,2.88936,4.01115,1.25481172271165
"RH0GWC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",924502,502058,647036,956485,1049784,777649,971943,1455690,1784793,1249778,1107874,925402,1.96802,1.39062,2.09137,2.32404,2.53061,1.95892,2.37054,3.50793,4.45503,2.56684,2.13167,1.96748,1.25481172271165
"NHN3Q2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7237968,7529400,7995820,8160159,8455764,7938068,8807013,9831601,9537151,8944692,9939869,10343302,8.02968,9.1628,13.0672,9.65981,7.19614,6.80611,10.5489,9.75199,11.4468,10.2317,10.256,8.61843,8.36796570409124
"DHJ3TT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",600,1200,900,100,100,300,200,815,600,600,100,100,.834057,1.15523,.879658,.128921,.0788934,.144793,.0863558,.525564,.433714,.274607,.0478126,.0504923," "
"KXDRQQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",254501,259417,270389,351996,373295,346094,402349,401615,414382,440874,439509,449682,13.2366,8.38696,6.7528,10.508,7.07212,12.6256,18.4665,14.6972,14.7935,7.20783,8.81486,12.4119,2.67181066059813
"K546QQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1160629,1331175,1383277,1144067,1102195,836831,501425,501197,514229,563457,594735,569502,11.4958,14.3173,11.4819,8.75888,5.52548,2.13192,11.0526,15.1859,6.94004,10.4751,6.69686,11.5018,8.77553364322911
"QP4XNM-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1117,692,792,883,531,0,31,313,565,194,207,0,1.02665,.765487,.559717,1.27786,.869067," ",.0965732,.0113111,1.31702,.530055,.513648," "," "
"FKCLDR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5493,5572,2730,3036,97,1639,1713,6120,100,2608,4819,3987,42.2538,32.9704,8.27273,.566418,.0507588,7.62326,1.90545,4.97966,.0214316,2.78632,11.0528,2.87248," "
"S3CJW1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14753,11885,11305,6141,6170,7958,6555,5911,6481,6301,5998,5747,20.956,19.4517,11.8501,1.37752,4.74981,14.6556,2.14918,2.52176,.812054,27.3957,20.5411,13.7488," "
"P5JQGG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",10243,9612,4523,4102,4756,3464,2456,2457,4330,6206,3070,4448,1.91637,.298723,.597332,.876496,.49916,.622574,.250663,.385957,1.01027,2.33572,.724057,.734357," "
"PRPWJZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",69,172,344,0,1309,114,1789,966,2670,10187,1156,256,.00153552,.0495392,.0182852," ",.0971429,.028323,.754852,.30406,.290755,1.89914,.359229,.119347," "
"W16C8M-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4897,4882,4882,4057,3758,2558,2658,2199,1314,1314,1314,2090,272.056,2441,66.8767,76.5472,36.4854,12.8543,28.5806,3.6589,.0962285,146,438,12.0809," "
"WMCJC4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3261,2475,2375,403,353,353,353,353,253,252,252,252,27.175,34.8592,10.0211,11.5143,3.53,4.64474,19.6111,.0672381,14.0556,4.5,12,6.14634," "
"CGN9ZX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",267,824,12,11,11,1,107,1,1,8,0,132,.295681,.758748,.0243408,1.1,.25,.00283286,2.32609,.000271592,.0769231,.109589," ",.591928," "
"JR4SQK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",40,39201,39259,1254,150,201,339,184,107,201,107,387,.289855,213.049,9.88892,.97134,1.25,5.43243,.329446,.00921382,107,.204684,.849206,.582831," "
"RVH7TN-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2301,2477,2722,2700,6556,4132,3623,3555,1749,1137,2733,381,1.42919,5.69425,.577062,1.81087,4.35037,3.2031,5.80609,4.77181,2.12774,2.07482,3.10216,.318562," "
"KB9YT2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2999,3072,3694,3339,3244,3129,3096,3096,3146,3146,3146,3146,90.8788,34.1333,8.45309,85.6154,2.61613,17.7784,3.81281,.611737," "," ",15.809,4.52012," "
"MNZM44-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",17936,8339,330,623,242,1401,257,57,357,277,1300,737,.646366,.56299,.0180842,.0522476,.0115491,.0470972,.00970177,.0263158,.198775,.0619548,.378457,.312553," "
"GDH4DH-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11,31,1,350,251,98,98,98,98,190,349,212,.289474,.336957,.125,.199886,1.0913,.20082,.597561,4.08333,.0212213,.475,1.80829,.547804," "
"TJN7Y9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2435,93,0,600,90,191,185,185,714,141,140,140,3.29499,.24734," ",.611621,.224439,.266388,.426267,.0486842,5.1,3.06522,5.18518,1.0219," "
"BDSP2T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",336,2851,412,15,15,110,112,64,1,769,0,15,.416873,2.15821,.371171,.00689655,.000696411,.367893,.287918,.831169,.00125156,.677533," ",.0657895," "
"VPZL3B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",708,1304,50,100,100,249,249,300,394,352,352,352,.75,.940837,.442478,.320513,.120192,.187218,.505071,.0145801,.51436,352,2.88525,.61324," "
"BWH4XD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6710,420,2191,180,921,518,189,3073,3545,3207,1166,473,.662782,.0419162,2.98501,.102389,.138538,1.70957,.101722,.850775,14.0119,3.44099,.595202,.446226," "
"V98KMK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,300,0,2200,2300,1900,1700,2600,2000,2000,1200,700,0,.134598,0,1.14434,1.23006,1.13362,.987426,1.28395,2.31047,1.01593,.415045,.353694," "
"LWX5CH-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1263,0,0,524,109,224,322,107,2958,4474,0,0,.140349," "," ",.0233283,.0725699,.0233698,.586521,.209393,.168614,1.30819," "," "," "
"Q63F1Y-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1300,1100,1100,700,400,300,0,300,100000,0,0,100,1.13043,1.68367,1.78018,.997409,.124105,.0811103,0,.0758396,14.4966," ",0,.0388693," "
"Q6ZRQ3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5553,4927,1240,865,1407,914,4884,10833,2297,1168,663,4623,1.36908,1.09953,.219547,.0464704,.250133,.107669,.423701,1.41368,.447671,.235152,.0475201,.751707," "
"RGZ5TK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7001,6762,5965,5919,6115,6264,6575,6759,12572,11886,12674,13436,15.1866,19.8299,1.6574,4.186,95.5469,17.5462,15.9587,.412034,55.1404,58.5517,41.1494,49.5793," "
"WQ9YPX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1418,1803,2379,5707,7999,257,800,1718,1003,930,11,2643,.143682,.124896,.0849097,.0272706,.241101,.0184018,.0737871,.186173,.0550192,.0462434,.000791709,.196798," "
"GWXQ3L-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1231,2004,2650,2706,2182,1736,2974,2941,4023,2780,2823,3414,1.21761,1.27077,3.04948,2.49862,1.30815,2.74684,2.30008,1.56519,2.01755,2.48881,2.74611,2.57078," "
"HJCGQ8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",116,123,246,0,0,0,125,226,373,273,1290,947,.412811,.296386,.172511," "," "," ",.00962279,.24197,.537464,.0193837,.621687,.833627," "
"NZSB71-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",600,400,300,100,100,4900,5500,10810,5800,221985,10800,7000,.274562,.228833,.291577,.03125,.0247934,3.97297,20.625,108.1,2.75796,116.318,6.37992,6.01255," "
"BFSRVG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",79034,26042,51389,36142,19299,10089,24916,5467,7010,10031,13549,11361,.854246,.441629,.566114,.512122,.183928,.100587,.286843,.0773902,.0959906,.158555,.186031,.195727,.387082055920266
"HMVVTC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14601162,14728439,15117650,16568578,16814601,16605078,16179353,15944669,15150145,12784629,13288233,11745968,6.04045,5.66024,4.88206,5.38732,4.33358,5.29589,6.2011,4.77843,3.48278,3.40385,3.4088,3.45224,4.88903542922549
"LM1PBC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2209746,2171381,1860848,1933112,1799673,2187408,2368524,2661313,2435773,2497828,2581232,2581065,7.34606,8.41705,5.73645,7.15604,4.25604,3.67957,3.91545,6.99157,6.89847,4.85043,4.96796,6.12397,2.14715259406528
"TMYY40-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3966,2658,5385,2713,15437,3751,8271,3474,6618,10062,7907,18913,.0725191,.0662777,.145082,.0719381,.259546,.0584477,.153053,.0867914,.19475,.155985,.106723,.478774," "
"D595BC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",45,197,205,211,0,0,0,0,22,0,161,47,.15,.781746,.331179,.0612838," "," "," "," ",.00258611," ",.47076,.037037," "
"SYH2VS-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4552,4614,5199,39724,3849,3766,7019,6914,7015,6563,7407,9856,2.56885,2.98834,1.00814,4.01253,.941536,.925535,.759468,3.21432,3.98353,9.9139,3.263,1.9235," "
"S5HPCG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,1400,700,600,600,600,0,0,35000,0,0,0,0,.039632,.0217207,.0276141,.0217059,.0241692," ",0,1.52657," "," "," "," "
"BZNWKD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",600,0,18000,1900,1500,0,0,0,0,0,0,0,.00395548,0,.562465,.0399728,.0366536," "," "," "," "," "," ",0,0
"X6FP15-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5296409,5382107,5346752,5351367,5414475,5269235,5335794,5350684,5558862,5571170,5536636,5610568,17.7411,15.3368,15.8734,16.538,14.3935,15.2039,17.146,17.7432,22.8107,24.4577,22.7169,25.5537,0
"B3DVXC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",23919422,23800118,22871029,29238375,21516351,18943683,23486112,26603535,34070479,27508635,31897267,33145730,1.6558,1.37572,1.13927,1.64041,1.27818,1.36216,1.45993,1.69704,1.36252,1.95986,2.0207,2.37103,1.65681109459213
"Q4ZQBV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",200,200,200,0,0,0,0,0,4700,200,41800,37500,.00534397,.00420895,.00266025," "," "," "," ",0,.0266659,.000893926,.159449,.317653,0
"D7F1FN-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",495182,561024,448714,577461,557427,617544,543517,515792,580961,413910,461763,455977,3.35557,4.56414,4.16189,6.42616,5.49081,5.63751,3.94247,4.72861,2.58995,3.13901,2.74888,2.8364," "
"QBSDYC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",838293,963162,1497616,1476689,1565342,1785379,1867505,2065878,2012508,1939050,1963563,2191943,6.01803,3.75009,6.28453,16.9386,7.74742,10.6149,11.7749,12.1531,15.7552,12.1488,7.82455,9.46439,2.76783227067123
"LQG2WT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",948248,771179,510279,434700,446455,438700,369781,319600,319170,215203,224385,255100,13.3639,15.845,14.9797,9.09691,6.12353,7.25679,9.90517,9.31141,12.2612,5.86918,5.79687,7.47178,0
"PY9CS4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7938,20318,16171,15530,18007,10463,10380,12932,16309,10642,14789,18366,.140767,.259463,.180712,.119958,.24598,.737402,2.5776,2.90346,2.44293,.753683,.828515,.60873,.115505029663461
"PNC3ML-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",100,0,0,0,0,0,100,0,0,0,0,0,.0689655," "," "," "," ",0,1," "," "," "," "," "," "
"P25YK2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",500,3000,0,0,0,0,0,0,0,0,0,0,.757166,4.375," "," "," "," "," "," "," "," "," "," "," "
"R5R5YR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1800,1500,1600,7700,5900,9100,0,500,400,1600,4900,600,.085983,.0832028,.118634,.466859,.330809,.562839,0,.0413173,.0351817,.138356,.451324,.0413816,0
"PFDWGY-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",19507,19507,19507,19507,19507,19507,19507,18905,12977,0,0,0," "," "," "," ",.436955,.323749,.194427,.161627,.105969," "," "," ",0
"QQG752-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",861716,939758,888822,1548537,1171286,2971586,2815371,3204443,3283161,3423064,2516501,1299195,2.92637,1.47866,2.24847,6.76297,2.03798,9.2896,12.7758,7.35003,13.9324,5.59098,5.70605,3.08088,1.76767608389538
"J2NHZ7-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",649100,737800,549700,256700,198200,249206,258410,356242,399884,379606,297000,286600,4.13637,6.77389,6.40796,3.27363,3.06535,3.42098,4.17703,8.42299,11.555,6.31484,4.92157,10.3696,0
"JZVY5B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2700,0,19598,15229,11263,1000,500,2000,6100,6000,2773,3392,.109843,0,1.22231,1.01638,.671606,.046164,.0141899,.0450083,.137272,.0838132,.0300411,.0307541,0
"HR88W9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4808159,4820963,5020897,5248554,5504514,6444868,6418861,6467930,6401640,6850582,7085453,7101477,9.49627,14.9147,12.2985,11.1101,6.31765,12.7091,14.3198,24.0357,21.6194,19.2684,14.0285,11.5952,6.28674035629838
"RJ1PW4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",16000,12400,12400,12400,7400,7300,24100,1200,14400,14400,14800,14800,2.58065,1.89313,3.17949,1.61564,.737892,.850816,2.99007,.363636,6.2069,1.74334,1.17228,2.14839," "
"WM6VFR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7100,2600,98945,900,0,100,0,100,3900,13800,11400,6800,10.9231,2.34129,90.7475,.780497,0,.0390511,0,.0380633,2.03922,12.0335,4.79407,2.43255," "
"P77979-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",200,0,0,0,0,100,0,0,100,100,100,0,.519211," "," "," ",0,.0487805," ",0,.307692,.114449,.0890948," "," "
"JH9T5D-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",31300,2400,2300,6600,100,0,0,200,300,100,4400,0,3.84453,2.47281,3.06258,10.6553,.0882963," ",0,.217246,.637281,.173461,5.16129," "," "
